"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Cuba","CUB","Urban population (% of total)","SP.URB.TOTL.IN.ZS","58.401","58.588","58.776","58.963","59.15","59.337","59.523","59.709","59.895","60.081","60.266","60.976","61.8","62.614","63.423","64.224","65.018","65.802","66.579","67.346","68.106","68.853","69.414","69.925","70.433","70.933","71.43","71.921","72.408","72.888","73.364","73.676","73.827","73.977","74.127","74.277","74.426","74.618","74.855","75.089","75.323","75.555","75.785","75.947","76.041","76.134","76.227","76.32","76.413","76.505","76.597","76.689","76.781","76.872","76.97","77.074","77.184",
"Curacao","CUW","Urban population (% of total)","SP.URB.TOTL.IN.ZS","74.71","75.102","75.49","75.875","76.255","76.631","77.003","77.37","77.734","78.093","78.448","78.799","79.146","79.488","79.827","80.161","80.491","80.817","81.138","81.456","81.769","82.078","82.383","82.684","82.982","83.274","83.563","83.848","84.129","84.405","84.678","84.947","85.444","86.224","86.969","87.68","88.358","89.002","89.615","90.198","90.752","91.011","90.894","90.775","90.655","90.534","90.411","90.287","90.161","90.034","89.905","89.775","89.652","89.537","89.43","89.331","89.241",
"Cayman Islands","CYM","Urban population (% of total)","SP.URB.TOTL.IN.ZS","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100",
"Cyprus","CYP","Urban population (% of total)","SP.URB.TOTL.IN.ZS","35.628","36.175","36.674","37.176","37.681","38.188","38.698","39.21","39.726","40.242","40.761","41.283","41.807","42.757","45.007","47.277","49.563","51.843","54.119","56.378","58.614","60.809","62.964","63.822","64.252","64.678","65.102","65.524","65.945","66.361","66.776","67.188","67.598","67.792","67.915","68.038","68.161","68.283","68.405","68.527","68.648","68.769","68.694","68.553","68.41","68.268","68.125","67.982","67.839","67.695","67.551","67.406","67.261","67.133","67.019","66.921","66.84",
"Czech Republic","CZE","Urban population (% of total)","SP.URB.TOTL.IN.ZS","59.548","60.063","60.555","61.044","61.532","62.016","62.498","62.978","63.456","63.93","64.402","65.295","66.484","67.649","68.794","69.917","71.018","72.092","73.142","74.167","75.167","75.481","75.452","75.423","75.394","75.365","75.336","75.307","75.278","75.249","75.22","75.158","75.03","74.901","74.772","74.643","74.513","74.382","74.251","74.12","73.988","73.877","73.809","73.74","73.671","73.602","73.533","73.463","73.394","73.324","73.255","73.185","73.115","73.06","73.019","72.992","72.98",
"Germany","DEU","Urban population (% of total)","SP.URB.TOTL.IN.ZS","71.384","71.697","71.762","71.826","71.891","71.955","72.019","72.083","72.147","72.211","72.274","72.332","72.389","72.446","72.503","72.56","72.617","72.674","72.73","72.787","72.844","72.989","73.107","73.103","72.943","72.711","72.617","72.205","72.999","72.976","73.118","73.269","73.36","73.381","73.343","73.286","73.232","73.17","73.104","73.064","73.067","73.113","73.174","73.233","73.289","73.355","73.494","73.695","73.895","74.093","74.291","74.488","74.688","74.89","75.094","75.301","75.51",
"Djibouti","DJI","Urban population (% of total)","SP.URB.TOTL.IN.ZS","50.325","51.448","52.619","53.787","54.952","56.109","57.26","58.404","59.54","60.664","61.777","62.878","63.968","65.04","66.099","67.142","68.17","69.178","70.169","71.141","72.096","73.028","73.942","74.504","74.715","74.925","75.134","75.341","75.548","75.753","75.957","76.114","76.161","76.207","76.254","76.3","76.347","76.393","76.439","76.485","76.532","76.578","76.624","76.67","76.716","76.761","76.807","76.853","76.899","76.944","76.996","77.053","77.117","77.186","77.262","77.343","77.43",
"Dominica","DMA","Urban population (% of total)","SP.URB.TOTL.IN.ZS","37.846","37.912","37.979","38.046","38.113","38.18","38.247","38.314","38.381","38.448","38.683","39.47","40.264","41.061","41.864","42.671","43.484","44.297","45.115","45.935","46.759","47.793","49.524","51.257","52.99","54.71","56.422","58.118","59.798","61.45","63.079","64.482","64.569","64.656","64.744","64.831","64.918","65.005","65.092","65.179","65.265","65.382","65.689","65.994","66.299","66.601","66.903","67.203","67.502","67.799","68.094","68.389","68.681","68.97","69.256","69.539","69.82",
"Denmark","DNK","Urban population (% of total)","SP.URB.TOTL.IN.ZS","73.687","74.417","75.093","75.757","76.409","77.048","77.619","78.163","78.698","79.222","79.737","80.239","80.731","81.211","81.683","82.146","82.6","82.886","83.169","83.448","83.723","83.915","84.025","84.134","84.243","84.351","84.458","84.565","84.671","84.777","84.843","84.871","84.898","84.925","84.952","84.979","85.006","85.033","85.06","85.086","85.1","85.15","85.25","85.36","85.566","85.856","86.098","86.293","86.487","86.654","86.795","86.957","87.142","87.324","87.502","87.676","87.847",
"Dominican Republic","DOM","Urban population (% of total)","SP.URB.TOTL.IN.ZS","30.229","31.141","32.094","33.061","34.044","35.039","36.048","37.069","38.104","39.147","40.209","41.291","42.382","43.478","44.582","45.691","46.807","47.922","49.041","50.16","51.281","52.398","53.05","53.323","53.596","53.868","54.14","54.412","54.684","54.955","55.226","55.497","55.767","56.037","56.751","57.596","58.437","59.272","60.102","60.926","61.746","62.556","63.361","64.596","65.995","67.364","68.705","70.016","71.297","72.541","73.752","74.929","76.039","77.082","78.061","78.98","79.841",
"Algeria","DZA","Urban population (% of total)","SP.URB.TOTL.IN.ZS","30.51","31.797","33.214","34.662","36.141","37.643","38.84","39.004","39.169","39.334","39.5","39.665","39.831","39.997","40.163","40.33","40.497","40.928","41.794","42.665","43.542","44.42","45.303","46.189","47.079","47.968","48.86","49.722","50.511","51.298","52.085","52.871","53.657","54.439","55.219","55.997","56.774","57.544","58.313","59.118","59.919","60.712","61.501","62.284","63.061","63.83","64.593","65.348","66.097","66.822","67.526","68.209","68.87","69.51","70.129","70.727","71.304",
"East Asia & Pacific (excluding high income)","EAP","Urban population (% of total)","SP.URB.TOTL.IN.ZS","16.9156733375073","17.3887601537344","17.8604145000528","18.3335862674209","18.8152639444199","18.7444671507347","18.7042289806717","18.7038478675033","18.7176206891482","18.7410991742505","18.769991670693","18.8025231374102","18.856330080469","18.9974153122232","19.2164939243991","19.2682756670269","19.4326181995255","19.6018442782019","20.006507659753","20.656242983513","21.3409200626448","22.0565049216965","22.7826466881863","23.4098619200689","24.0528102036819","24.706781459072","25.3718559280439","26.0487884444378","26.7391871990928","27.4433112407385","28.1621507178069","28.9408181062638","29.7453361507856","30.5638195704301","31.396570226959","32.2414650739448","33.1014042697968","33.9703188044178","34.8522291528761","35.7457254796239","36.6636485259065","37.689609902226","38.7966429095402","39.9156927164583","41.045488068611","42.1806412683815","43.2929732721243","44.3938196080145","45.4998053557137","46.6043780005193","47.7103952866051","48.8133263034224","49.8910298109243","50.9396493063771","51.9592654749803","52.9492822727449","53.9090064201462",
"Early-demographic dividend","EAR","Urban population (% of total)","SP.URB.TOTL.IN.ZS","22.9493842495367","23.2480675882096","23.5823392206314","23.919724831823","24.2616899258982","24.6051127683918","24.9505851519002","25.2994969222321","25.6481330481406","26.0020310077347","26.362136692301","26.7447013227618","27.1868859084531","27.6370173443908","28.0897377650302","28.4044673186011","28.8521569955971","29.2988700488481","29.7518008468413","30.2074164173457","30.6840772607073","31.1750377016188","31.5974265193056","32.0223645422732","32.4501879993363","32.8819906508894","33.3117160441857","33.7280259770017","34.1424794437465","34.5551983649807","34.9930687472023","35.3547962132103","35.7012469870253","36.0424448326021","36.3837639817902","36.7212716212901","37.053100986247","37.381776938205","37.7106442069011","38.0399299322073","38.373417797208","38.6927150788497","39.052353406715","39.4131754455487","39.7808577803098","40.1539117276028","40.5337094719897","40.9180025786087","41.3120351773379","41.7096891995597","42.108949096737","42.5106987839999","42.9181159251651","43.3284631371342","43.742170153585","44.1586748261171","44.5769965069252",
"East Asia & Pacific","EAS","Urban population (% of total)","SP.URB.TOTL.IN.ZS","22.4719498755979","23.1229848075191","23.6519481188743","24.1187782238121","24.5960609321094","24.5905372400536","24.5826680790313","24.6266621860436","24.6628651876519","24.767712209607","24.8404944951939","24.920571526472","25.0181037540171","25.1745550556138","25.4556301839137","25.5784955504151","25.737188931139","25.9047121336241","26.2795029251373","26.875257650846","27.4991828204895","28.1561561362446","28.8129754732548","29.3780361626768","29.957343966941","30.540921936287","31.1416291774063","31.75473960138","32.3747031430452","33.0085760334617","33.6548743988115","34.3485067184998","35.061341316927","35.7901689139421","36.5382284655458","37.3006191527684","38.0727992695348","38.8413757059837","39.6229624884507","40.4139846363157","41.2327455151097","42.2316622960509","43.3212298667073","44.4114451856654","45.5043885605014","46.5948810156113","47.6524817729077","48.6909626210264","49.7375169064446","50.7735523190583","51.8063284720392","52.830101993814","53.8283206394451","54.7949836713707","55.7336138139787","56.6432487179231","57.5222713607578",
"Europe & Central Asia (excluding high income)","ECA","Urban population (% of total)","SP.URB.TOTL.IN.ZS","44.7052537080752","45.4600071538677","46.2151002391329","46.9695875766402","47.723223427404","48.4901618279261","49.2353306817693","49.9662140409273","50.6973882500946","51.4261746044224","52.1424724846676","52.8190040280678","53.4715551155392","54.1201897966296","54.7625252828225","55.3775850346577","55.9722283753717","56.5576457998661","57.1441461089096","57.6574066099268","58.084666230317","58.6131263354045","59.1761000489963","59.7403622128126","60.3145599737057","60.8723922512245","61.3814351761211","61.8675042092838","62.3517396194108","62.6848612990357","62.8547378951213","62.9681676851578","63.011271045268","63.0187625729931","63.0350668250922","63.0631103584175","63.0812433282022","63.0992271919026","63.1287795238248","63.1593705594702","63.1929510315756","63.2493527587766","63.3317150893812","63.4437860867633","63.5631316656322","63.6845326034313","63.8049311015819","63.933661315218","64.0587887263687","64.1752825622056","64.2818692208537","64.3980837308033","64.5452649582509","64.6989389556559","64.8558231149695","65.0186435075018","65.1868893643337",
"Europe & Central Asia","ECS","Urban population (% of total)","SP.URB.TOTL.IN.ZS","55.3892444019894","55.9241787176647","56.4578814497251","57.01763119394","57.5763431888059","58.143383639883","58.7068019782378","59.2529686332655","59.7799884847466","60.2780410621228","60.7666885683141","61.2393991636588","61.7044459032645","62.1570339571861","62.6000963661569","63.0104016805405","63.3958077444294","63.7845075328599","64.1758940030535","64.5292001661188","64.8360576059479","65.1785807860099","65.4974540613217","65.8005749724175","66.0939424278356","66.3770537300084","66.6550664286253","66.8949939475229","67.2527224249012","67.4578720869244","67.6001481106748","67.7189862121012","67.8039948767392","67.8671518854226","67.9312344375164","67.997283755324","68.0586687101319","68.1158406360762","68.1769616543374","68.2481632937059","68.3366713984023","68.4502596837429","68.6124906509655","68.7822528321214","68.9530179000555","69.1271500857126","69.3073726558508","69.4950398823569","69.6773022898033","69.8462638817761","70.0077449157398","70.1652618792937","70.3391964172059","70.5120249846334","70.6882261900466","70.8719022417557","71.0606161463265",
"Ecuador","ECU","Urban population (% of total)","SP.URB.TOTL.IN.ZS","33.878","34.466","35.06","35.606","36.122","36.64","37.162","37.686","38.215","38.744","39.278","39.813","40.352","40.892","41.457","42.363","43.276","44.191","45.111","46.034","46.961","47.888","48.818","49.658","50.438","51.215","51.993","52.769","53.546","54.318","55.09","55.709","56.226","56.74","57.254","57.766","58.277","58.785","59.291","59.796","60.299","60.799","61.118","61.316","61.514","61.711","61.907","62.104","62.3","62.495","62.69","62.885","63.088","63.298","63.516","63.742","63.976",
"Egypt, Arab Rep.","EGY","Urban population (% of total)","SP.URB.TOTL.IN.ZS","37.864","38.272","38.624","38.977","39.331","39.686","40.042","40.399","40.758","41.117","41.477","41.838","42.2","42.563","42.926","43.291","43.656","43.81","43.826","43.842","43.858","43.874","43.89","43.906","43.922","43.938","43.954","43.877","43.744","43.611","43.478","43.345","43.212","43.079","42.946","42.814","42.681","42.658","42.704","42.75","42.797","42.843","42.889","42.935","42.981","43.027","43.073","43.078","43.058","43.039","43.019","43","43.002","43.025","43.069","43.135","43.222",
"Euro area","EMU","Urban population (% of total)","SP.URB.TOTL.IN.ZS","62.0969468019439","62.5752853379775","63.0685781977636","63.6296066482059","64.1893357898913","64.7470764742897","65.300533799567","65.8386825887655","66.3290570096444","66.7431736072132","67.1473106446904","67.5330021811942","67.8676974389962","68.1807234614177","68.4822373238923","68.7360818412946","68.9582312374595","69.20061506892","69.4441880070614","69.6858176678741","69.9253096858131","70.1645504101677","70.3276129066627","70.4442548404769","70.5203022570145","70.5807658765476","70.6778072942659","70.694596865741","71.0210431457153","71.1363230441998","71.2913480147849","71.4598542515441","71.6160652667777","71.7576117608634","71.8823144927817","71.9975370148853","72.1119420014866","72.2228344349732","72.3312706839935","72.4517561124851","72.5956940772592","72.7682448533525","72.9837052985565","73.2056008282247","73.4230245609631","73.6414036898089","73.8737034972744","74.1133239965596","74.3503789017842","74.5846540549346","74.8171815692383","75.054769479161","75.2795608259793","75.4896865843402","75.6995801530401","75.9213755800033","76.1427097081583",
"Eritrea","ERI","Urban population (% of total)","SP.URB.TOTL.IN.ZS","9.751","10.059","10.377","10.703","11.039","11.383","11.737","12.1","12.263","12.427","12.593","12.762","12.932","13.104","13.278","13.454","13.632","13.812","13.994","14.178","14.364","14.552","14.742","14.934","15.116","15.228","15.341","15.455","15.569","15.684","15.8","15.926","16.062","16.21","16.367","16.536","16.717","16.908","17.112","17.328","17.555","17.796","18.049","18.315","18.595","18.889","19.196","19.518","19.854","20.206","20.572","20.954","","","","","",
"Spain","ESP","Urban population (% of total)","SP.URB.TOTL.IN.ZS","56.567","57.303","58.308","59.306","60.298","61.278","62.251","63.214","64.168","65.108","66.038","66.848","67.541","68.224","68.901","69.57","70.231","70.883","71.527","72.162","72.789","73.279","73.515","73.749","73.982","74.213","74.444","74.673","74.9","75.126","75.351","75.528","75.61","75.692","75.774","75.856","75.938","76.019","76.1","76.181","76.262","76.343","76.533","76.778","77.022","77.263","77.502","77.74","77.976","78.21","78.442","78.673","78.902","79.129","79.355","79.579","79.802",
"Estonia","EST","Urban population (% of total)","SP.URB.TOTL.IN.ZS","57.533","58.304","59.072","59.836","60.596","61.348","62.097","62.839","63.577","64.307","64.947","65.483","66.017","66.545","67.069","67.589","68.106","68.617","69.124","69.497","69.711","69.924","70.136","70.347","70.558","70.767","70.975","71.183","71.39","71.415","71.231","71.046","70.86","70.674","70.487","70.3","70.111","69.923","69.733","69.543","69.368","69.242","69.116","68.989","68.862","68.735","68.607","68.479","68.351","68.223","68.094","67.965","67.835","67.721","67.622","67.538","67.468",
"Ethiopia","ETH","Urban population (% of total)","SP.URB.TOTL.IN.ZS","6.433","6.65","6.874","7.104","7.342","7.587","7.84","8.1","8.26","8.422","8.588","8.756","8.928","9.102","9.279","9.46","9.644","9.83","10.02","10.214","10.41","10.61","10.813","11.02","11.232","11.453","11.679","11.909","12.143","12.38","12.621","12.867","13.116","13.37","13.627","13.827","14.006","14.186","14.369","14.553","14.74","14.927","15.118","15.31","15.504","15.7","15.899","16.116","16.51","16.91","17.319","17.735","18.16","18.59","19.028","19.472","19.922",
"European Union","EUU","Urban population (% of total)","SP.URB.TOTL.IN.ZS","61.2128976952644","61.6736073879095","62.1260278508034","62.6193630583778","63.1099689007479","63.6042152102677","64.0826215263069","64.5273077788228","64.9421329174147","65.3114417202948","65.6768934220004","66.0511869355104","66.4297288396338","66.7906611492796","67.1400149181119","67.4511089437072","67.7369212754897","68.0404316445928","68.3513460509052","68.6532694807833","68.9395142868793","69.1880993071745","69.3570712802054","69.4977068056394","69.6144077455055","69.721663743009","69.8528455428115","69.9323488544374","70.2144974181514","70.3486333371897","70.4968759206433","70.6695264717924","70.815259750811","70.915405781339","71.0093184382887","71.0973029277729","71.190594435729","71.2715750839516","71.3557432359775","71.4443484632296","71.562771988857","71.7115468492273","71.9302632549031","72.1424421494375","72.3521652983736","72.5652083952485","72.7895913477777","73.0273711365052","73.2641511581297","73.4897103175479","73.7147585145298","73.9395263313847","74.1557351122214","74.3643904260975","74.5762777055544","74.7994125343407","75.0256292946603",
"Fragile and conflict affected situations","FCS","Urban population (% of total)","SP.URB.TOTL.IN.ZS","17.2927984141722","17.7794769254598","18.2839360176403","18.8097025218204","19.3527045663897","19.9343550065058","20.4864591096701","21.0473328449198","21.6214533071522","22.2083813957976","22.8031993104911","23.3862387509259","23.9548131533741","24.5014417360861","24.9528113973431","25.39788150362","25.8482478119708","26.295813218095","26.7335890072827","27.1056389901716","27.4721170598817","27.8506525258733","28.2335985292256","28.6720422775113","29.169469937099","29.6784985006791","30.1887981224639","30.7037934439545","31.1830126256593","31.6445195808256","32.3791872823646","32.7945207250559","33.1708453549822","33.5032575411053","33.7544445259504","34.0222793642483","34.3011377115731","34.6124744587836","34.9183504479888","35.2380788329072","35.5600880565528","35.9052403418662","36.2484364103531","36.5742632428607","36.9032905533869","37.2396303092411","37.5854220969468","37.9437029024441","38.3089012815077","38.6785568116569","39.0495969263918","39.422385472275","39.7969985750563","40.173319186412","40.5527996818156","40.9359436223503","41.3226528552401",
"Finland","FIN","Urban population (% of total)","SP.URB.TOTL.IN.ZS","55.29","56.321","57.162","57.998","58.832","59.658","60.48","61.295","62.106","62.908","63.704","64.523","65.366","66.197","67.019","67.831","68.634","69.423","70.202","70.97","71.727","72.528","73.373","74.202","75.015","75.808","76.567","77.291","78","78.691","79.367","79.843","80.128","80.409","80.688","80.963","81.223","81.466","81.707","81.946","82.183","82.368","82.503","82.638","82.772","82.905","83.037","83.168","83.299","83.429","83.558","83.688","83.819","83.952","84.086","84.221","84.358",
"Fiji","FJI","Urban population (% of total)","SP.URB.TOTL.IN.ZS","29.681","30.248","30.823","31.403","31.991","32.582","33.18","33.604","33.987","34.371","34.758","35.147","35.538","35.93","36.324","36.721","37.119","37.319","37.469","37.619","37.769","37.919","38.07","38.221","38.372","38.523","38.675","39.327","40.085","40.845","41.611","42.381","43.156","43.933","44.713","45.496","46.282","46.732","47.123","47.515","47.908","48.3","48.692","49.085","49.479","49.871","50.264","50.657","51.051","51.44","51.828","52.214","52.596","52.976","53.354","53.728","54.099",
"France","FRA","Urban population (% of total)","SP.URB.TOTL.IN.ZS","61.88","62.607","63.489","64.702","65.898","67.071","68.225","69.357","70.238","70.648","71.055","71.459","71.86","72.256","72.65","72.926","72.997","73.068","73.14","73.211","73.282","73.352","73.425","73.5","73.575","73.65","73.725","73.8","73.875","73.95","74.056","74.229","74.401","74.572","74.743","74.912","75.082","75.25","75.417","75.614","75.871","76.127","76.38","76.632","76.883","77.13","77.377","77.621","77.864","78.106","78.345","78.584","78.82","79.055","79.289","79.52","79.75",
"Faroe Islands","FRO","Urban population (% of total)","SP.URB.TOTL.IN.ZS","21.383","22.141","22.962","23.805","24.669","25.553","26.328","26.723","27.122","27.524","27.951","28.417","28.888","29.362","29.842","30.326","30.815","31.307","31.355","31.27","31.186","31.101","31.017","30.933","30.849","30.766","30.682","30.598","30.515","30.432","30.594","30.814","30.842","30.87","30.898","30.926","33.035","35.354","35.654","35.86","36.337","37.175","38.022","38.714","39.247","39.781","40.147","40.341","40.536","40.731","40.926","41.122","41.323","41.53","41.743","41.962","42.187",
"Micronesia, Fed. Sts.","FSM","Urban population (% of total)","SP.URB.TOTL.IN.ZS","22.312","22.553","22.797","23.042","23.289","23.537","23.788","24.04","24.295","24.551","24.808","25.068","25.33","25.593","25.741","25.858","25.975","26.092","26.209","26.327","26.445","26.417","26.35","26.283","26.216","26.149","26.083","26.016","25.95","25.884","25.818","25.752","25.686","25.62","25.554","25.068","24.473","23.889","23.314","22.749","22.33","22.33","22.33","22.33","22.33","22.33","22.324","22.317","22.311","22.305","22.298","22.303","22.317","22.342","22.378","22.424","22.481",
"Gabon","GAB","Urban population (% of total)","SP.URB.TOTL.IN.ZS","17.398","18.33","19.594","20.923","22.318","23.775","25.297","26.883","28.533","30.237","32","34.082","36.231","38.43","40.681","42.971","45.295","47.633","49.985","52.337","54.682","57","58.372","59.73","61.076","62.402","63.711","65","66.412","67.792","69.143","70.462","71.749","72.999","74.214","75.358","76.431","77.437","78.379","79.26","80.082","80.85","81.565","82.23","82.847","83.421","83.952","84.443","84.896","85.313","85.697","86.047","86.367","86.658","86.92","87.156","87.366",
"United Kingdom","GBR","Urban population (% of total)","SP.URB.TOTL.IN.ZS","78.444","78.374","78.237","78.099","77.96","77.821","77.682","77.541","77.4","77.259","77.117","77.03","77.195","77.358","77.521","77.683","77.844","78.005","78.164","78.323","78.481","78.588","78.539","78.489","78.44","78.39","78.34","78.29","78.24","78.19","78.14","78.112","78.172","78.232","78.293","78.353","78.413","78.472","78.532","78.591","78.651","78.751","79.047","79.339","79.629","79.915","80.199","80.479","80.757","81.031","81.302","81.57","81.834","82.092","82.345","82.592","82.835",
"Georgia","GEO","Urban population (% of total)","SP.URB.TOTL.IN.ZS","43.069","43.559","44.051","44.544","45.039","45.534","46.03","46.527","47.025","47.522","48.006","48.474","48.942","49.409","49.876","50.344","50.812","51.279","51.747","52.156","52.497","52.836","53.176","53.516","53.855","54.194","54.532","54.87","55.208","55.277","55.038","54.799","54.559","54.32","54.08","53.841","53.6","53.36","53.12","52.879","52.638","52.398","52.293","52.352","52.411","52.47","52.525","52.575","52.625","52.723","52.869","53.016","53.162","53.309","53.468","53.641","53.826",
"Ghana","GHA","Urban population (% of total)","SP.URB.TOTL.IN.ZS","23.252","23.797","24.352","24.915","25.488","26.067","26.656","27.254","27.86","28.473","28.958","29.174","29.392","29.61","29.829","30.049","30.27","30.492","30.714","30.938","31.163","31.388","31.614","31.842","32.209","32.896","33.591","34.293","35.004","35.719","36.441","37.17","37.905","38.644","39.39","40.14","40.896","41.654","42.418","43.184","43.929","44.601","45.275","45.951","46.63","47.308","47.988","48.669","49.351","50.031","50.713","51.394","52.069","52.735","53.392","54.042","54.682",
"Gibraltar","GIB","Urban population (% of total)","SP.URB.TOTL.IN.ZS","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100",
"Guinea","GIN","Urban population (% of total)","SP.URB.TOTL.IN.ZS","10.472","10.936","11.418","11.919","12.439","12.978","13.537","14.116","14.716","15.336","15.977","16.641","17.327","18.033","18.763","19.515","20.291","21.087","21.907","22.75","23.617","24.503","25.414","26.072","26.346","26.621","26.898","27.178","27.459","27.741","28.026","28.312","28.601","28.89","29.182","29.475","29.77","30.067","30.374","30.69","31.017","31.355","31.702","32.06","32.428","32.807","33.196","33.596","34.005","34.426","34.856","35.297","35.748","36.209","36.68","37.161","37.651",
"Gambia, The","GMB","Urban population (% of total)","SP.URB.TOTL.IN.ZS","12.129","12.331","12.535","12.862","13.677","14.533","15.433","16.379","17.373","18.41","19.496","20.63","21.814","22.941","23.675","24.426","25.193","25.974","26.772","27.585","28.414","29.256","30.113","31.008","32.007","33.019","34.049","35.094","36.155","37.226","38.312","39.41","40.52","41.586","42.472","43.362","44.258","45.155","46.057","46.961","47.868","48.775","49.683","50.592","51.479","52.342","53.182","53.997","54.789","55.555","56.297","57.014","57.706","58.373","59.015","59.632","60.224",
"Guinea-Bissau","GNB","Urban population (% of total)","SP.URB.TOTL.IN.ZS","13.6","13.747","13.895","14.045","14.197","14.349","14.503","14.658","14.815","14.972","15.132","15.293","15.455","15.618","15.783","15.95","16.118","16.287","16.457","16.743","17.605","18.499","19.43","20.395","21.397","22.431","23.502","24.608","25.75","26.923","28.131","29.371","30.335","31.091","31.857","32.633","33.42","34.215","35.019","35.832","36.654","37.482","38.318","39.162","40.013","40.867","41.729","42.596","43.468","44.342","45.221","46.081","46.924","47.747","48.55","49.332","50.094",
"Equatorial Guinea","GNQ","Urban population (% of total)","SP.URB.TOTL.IN.ZS","25.537","26.144","26.234","26.323","26.413","26.502","26.592","26.682","26.773","26.863","26.954","27.045","27.136","27.227","27.319","27.41","27.502","27.594","27.687","27.779","27.872","27.965","28.058","28.151","29.028","29.94","30.871","31.817","32.78","33.755","34.745","35.748","36.766","37.792","38.831","38.834","38.829","38.823","38.817","38.811","38.806","38.8","38.794","38.802","38.822","38.856","38.903","38.963","39.037","39.123","39.223","39.337","39.463","39.603","39.756","39.923","40.103",
"Greece","GRC","Urban population (% of total)","SP.URB.TOTL.IN.ZS","55.936","56.453","57.34","58.222","59.099","59.969","60.833","61.691","62.543","63.385","64.22","64.951","65.454","65.952","66.448","66.94","67.429","67.912","68.393","68.87","69.343","69.746","69.94","70.134","70.327","70.518","70.709","70.9","71.09","71.279","71.467","71.635","71.757","71.878","71.998","72.119","72.239","72.358","72.478","72.597","72.716","72.913","73.303","73.689","74.073","74.452","74.827","75.199","75.568","75.932","76.292","76.649","77","77.343","77.678","78.007","78.329",
"Grenada","GRD","Urban population (% of total)","SP.URB.TOTL.IN.ZS","30.332","30.519","30.707","30.895","31.085","31.274","31.465","31.656","31.848","32.04","32.212","32.282","32.353","32.424","32.495","32.565","32.636","32.707","32.778","32.85","32.921","32.988","33.037","33.086","33.135","33.183","33.232","33.281","33.33","33.379","33.428","33.506","33.765","34.025","34.286","34.548","34.811","35.074","35.339","35.604","35.871","36.105","36.058","36.011","35.963","35.916","35.869","35.822","35.775","35.728","35.681","35.634","35.601","35.583","35.58","35.591","35.616",
"Greenland","GRL","Urban population (% of total)","SP.URB.TOTL.IN.ZS","58.534","59.806","61.406","62.983","64.534","66.05","67.491","68.853","70.186","71.481","72.744","73.433","73.675","73.914","74.152","74.389","74.625","74.966","75.355","75.74","76.121","76.497","76.869","77.237","77.602","77.961","78.317","78.668","79.016","79.359","79.698","80.033","80.301","80.503","80.703","80.902","81.1","81.226","81.351","81.476","81.6","81.849","82.095","82.338","82.58","82.858","83.172","83.482","83.787","84.087","84.383","84.755","85.2","85.633","86.045","86.436","86.808",
"Guatemala","GTM","Urban population (% of total)","SP.URB.TOTL.IN.ZS","31.121","31.768","32.424","33.086","33.682","33.989","34.298","34.608","34.919","35.232","35.545","35.861","36.177","36.446","36.582","36.718","36.854","36.99","37.127","37.263","37.401","37.605","37.99","38.376","38.764","39.152","39.543","39.934","40.328","40.721","41.117","41.513","41.912","42.31","42.71","43.11","43.512","43.914","44.318","44.722","45.127","45.532","45.937","46.344","46.756","47.172","47.593","48.019","48.449","48.884","49.323","49.765","50.212","50.661","51.115","51.571","52.03",
"Guam","GUM","Urban population (% of total)","SP.URB.TOTL.IN.ZS","50.147","51.23","52.314","53.396","54.475","55.548","56.617","57.68","58.738","59.784","61.92","67.153","71.999","76.371","80.252","83.632","86.534","88.983","91.036","92.737","93.753","93.491","93.219","92.937","92.643","92.339","92.023","91.695","91.354","91.002","90.796","91.061","91.32","91.571","91.816","92.055","92.287","92.513","92.733","92.946","93.129","93.233","93.334","93.435","93.534","93.631","93.727","93.822","93.916","94.008","94.099","94.187","94.273","94.356","94.437","94.516","94.593",
"Guyana","GUY","Urban population (% of total)","SP.URB.TOTL.IN.ZS","29.009","29.049","29.089","29.129","29.169","29.209","29.249","29.289","29.329","29.369","29.425","29.533","29.641","29.75","29.858","29.967","30.076","30.186","30.295","30.405","30.488","30.396","30.305","30.215","30.124","30.033","29.943","29.853","29.763","29.673","29.583","29.493","29.404","29.315","29.226","29.137","29.048","28.959","28.871","28.782","28.694","28.606","28.518","28.431","28.358","28.301","28.258","28.231","28.218","28.221","28.239","28.271","28.319","28.382","28.459","28.553","28.661",
